Torso_Lower,Torso_Upper,Head_Neck,L_UpperLeg,L_LowerLeg,R_UpperLeg,R_LowerLeg,L_UpperArm,L_LowerArm,R_UpperArm,R_LowerArm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2786467585554802,0.4571353522304976,0.8246345356840431,0.9369148007957075,0.9600364508246616,1.3874284704372062,1.100493918678275,1.4225011224178572,0.25410295826329166,0.30557562570720687,1.4443566593799775
0.5494295735980316,0.29150516728204323,0.19335437838672184,0.3167831576332921,0.3021809297654745,1.8476433438763071,0.9703305711605679,1.2325437092888443,0.21456479603641207,1.3710993222180714,1.0441505044610688
0.6300016644476921,0.702362272378769,1.5839594969579762,1.3845014754509024,0.22398304734705593,0.2609563321421128,0.4776331920577445,1.9219204816496085,0.7849875943358091,3.530091094753629,2.2400111243743437
1.3832375996952548,0.33964987460492474,1.5190688573982913,1.7222726225389673,0.3235452156866754,1.9891915797925288,1.2273002247891533,2.450156614399583,2.3364782382174214,3.5095516346632025,0.4408054680919535
0.18583794855490868,0.3996605850469638,0.48301584856763774,0.5311299389078513,0.8092405842726487,1.8118164544696536,1.3197602912053084,0.7475144934486543,1.1588090391866805,0.8770911550379006,4.893132329369792
0.19510504874508297,0.4897789701896627,0.8441049682171918,0.8302711609044816,0.5041397457037364,1.7130773474994248,1.3218417764395665,0.7942871578568349,0.6393621145598068,1.8502953782306646,4.848574442459372
0.2758923743765174,0.5228689070599434,1.0087878654265106,1.6044443453387114,0.7504281378311892,2.819701126584331,1.0872816243728762,1.0973239073329544,2.4467418504018084,3.4547918348315974,5.132426924083153
0.30240648886923843,0.8093815155403294,1.3582550318151594,1.7660275103828749,1.2323458149565936,1.966567444278325,1.5125445674655584,1.8105313146913624,4.058239112865983,3.9572213543612893,2.6874599118405134
0.6310534504027946,0.6629511361821061,1.1988957978948513,1.2758060200193564,1.2947761129951647,0.33221761087504936,0.4525063656237597,0.11770521766503488,2.439620963071063,1.453506496820594,1.387953270239293
0.7935837538650496,0.6585778688777106,1.068700373258492,0.5997754649684386,0.7355430554512981,0.7095894958876255,1.6754147551220642,1.513568591154816,3.1847098032500982,4.498048042337521,2.867959166502278
0.8452209601173691,1.2789922589481968,0.825208707050489,1.7164704655255103,0.9363277073573784,0.6962195535540903,1.512279525787635,0.6649428045107277,4.900196958910365,6.255985267972354,5.464286283940657
0.48686726423727794,1.0134047941414615,1.1346288206808446,0.889944220427586,0.40680684034757736,0.6734952736487754,1.945974619139388,1.562634601481365,2.8846885178940314,5.188797499000153,1.7019502788031249
1.857473598020725,0.3272219168941766,2.123338988497244,0.8117298049980325,0.978771906692621,0.9070894427813163,0.9766785950774199,1.228628877042496,0.7887173410171582,2.3279941290304205,3.117550944957409
0.938094788054592,0.899006939425453,0.654352359849424,0.03718711427563643,0.9707512474546682,0.3687260264634053,0.40815002087208524,0.8658988722550837,3.1050057040838235,1.688219783837093,4.885522916620723
0.7894791231884977,0.41063861947383584,0.20123999185886324,0.4171628103993847,0.5735742738816486,1.0130304447936562,0.4588771273428335,1.1661750211964725,1.7732556524083993,2.8509524903219687,4.667764439432866
0.19863141873553058,0.887514497774254,1.5145125372247201,0.9576084813518152,0.5975661169421752,2.266009831241675,0.40207942435769967,2.8948720595178847,0.547787554909816,3.590959216798064,2.6801753077795127
0.25897580382874025,0.24157531617844344,0.5996106776942616,0.882262927012991,1.3168852716143897,1.7717240023575918,0.8022775415680832,1.840916972416889,1.8446701743985927,2.1966959955874845,3.029512736827617
0.45028334041238716,0.12130220229866821,1.312110729458434,1.0080706842895282,0.9555600090205262,0.7701425701335328,2.4124982923543903,0.906072144690915,2.959099528914978,1.306693181795746,1.970941272503723
0.4259035097795305,0.8489746085383315,3.3452718000737782,0.8628143254991124,0.8683659089035305,2.3227439107855554,2.1520927675494557,3.0833816310484052,3.8913349765334093,1.572379119043268,6.118339031612689
0.27818775408160745,0.8562612216206398,1.297357555962383,0.9533110023839748,0.7193680476588799,1.6727687627339192,1.2001201162097548,2.516704878479151,1.8515399528255898,1.0855090966630594,3.3790571769578728
0.7839931266967811,0.6795736688773355,2.8108191127121005,0.7231627615736724,0.05949047559227451,1.1544324769694554,1.0299057668868032,3.2805570701074265,0.6205639337449578,1.819311763115038,2.9089204190787705
0.692572471949554,1.5855798053928165,2.294039863380455,1.1337222533708913,1.0712011389922822,1.9734368690371509,0.8341556273537067,3.4880689358269787,1.7234603897389194,1.61096724417761,5.827227239119799
0.43172117963193335,1.2774959860589556,2.2726130962899167,1.277513935571528,1.7597383065256844,2.8474396302256584,2.0239219650376747,4.4783997501736295,4.8310499015019195,2.706736272786212,7.339010749217723
