Frame,Timestamp,energy
0,0.0,0.0
1,0.03333333333333333,1.0660978833232453
2,0.06666666666666667,0.8642356305154213
3,0.1,2.4955967088146638
4,0.13333333333333333,3.3494538266990648
5,0.16666666666666666,3.0002393869713018
6,0.2,3.144346590434722
7,0.23333333333333334,5.373227224374893
8,0.26666666666666666,5.092134797639185
9,0.3,1.4453673558395796
10,0.3333333333333333,4.300708991243719
11,0.36666666666666664,9.370521452804656
12,0.4,4.393893288495194
13,0.43333333333333335,2.6117952170892593
14,0.4666666666666667,3.6792690903740057
15,0.5,3.362960437014692
16,0.5333333333333333,3.4954668690507837
17,0.5666666666666667,2.5068540019682315
18,0.6,2.3137242023657376
19,0.6333333333333333,8.015847668295834
20,0.6666666666666666,2.7742550238829455
21,0.7,3.165087362684311
22,0.7333333333333333,6.088012630170122
23,0.7666666666666667,11.681695480804521
24,0.8,9.404125246366704
25,0.8333333333333334,13.669164410687298
26,0.8666666666666667,14.489741767280961
27,0.9,9.667461480669976
28,0.9333333333333333,10.898073403307343
29,0.9666666666666667,9.063349995703295
30,1.0,7.08826571190875
31,1.0333333333333334,6.508970860363551
32,1.0666666666666667,3.1157864772681325
33,1.1,4.796358607912378
34,1.1333333333333333,2.883120754722082
35,1.1666666666666667,3.685787972320812
36,1.2,3.397035635025088
37,1.2333333333333334,2.3781047836687113
38,1.2666666666666666,2.5626803404264282
39,1.3,2.610865375615352
40,1.3333333333333333,4.180158821260822
41,1.3666666666666667,5.542114899945702
42,1.4,13.429481393281508
43,1.4333333333333333,17.830248109490167
44,1.4666666666666666,20.198765956225138
45,1.5,21.01947369552989
46,1.5333333333333334,21.908183253018123
47,1.5666666666666667,17.71125471877627
48,1.6,11.971465258793998
49,1.6333333333333333,20.901148271146216
50,1.6666666666666667,6.134049817195454
51,1.7,3.5442022551214185
52,1.7333333333333334,3.155994968737679
53,1.7666666666666666,2.45081922805859
54,1.8,3.361012560894701
55,1.8333333333333333,3.3198582597923125
56,1.8666666666666667,2.3936545220103613
57,1.9,2.5316501246588103
58,1.9333333333333333,4.728219356495442
59,1.9666666666666666,2.4217681024717637
60,2.0,6.017772147661004
61,2.033333333333333,7.186948907525736
62,2.066666666666667,4.843775669480793
63,2.1,3.851127173235361
64,2.1333333333333333,6.066422418484824
65,2.1666666666666665,6.062576882678467
66,2.2,10.392051861200727
67,2.2333333333333334,11.655445367182054
68,2.2666666666666666,20.07176594677773
69,2.3,16.341559590343707
70,2.3333333333333335,10.370176863731022
71,2.3666666666666667,10.204267454642915
72,2.4,13.909624883657951
73,2.433333333333333,10.1448293338492
74,2.466666666666667,6.756921507226393
75,2.5,7.397679802992074
76,2.533333333333333,3.084339006558678
77,2.566666666666667,3.095924012412219
78,2.6,2.1110819657875775
79,2.6333333333333333,2.2236921099630154
80,2.6666666666666665,1.8366467662538577
81,2.7,3.4222449823546754
82,2.7333333333333334,5.4382002448554285
83,2.7666666666666666,2.7981784777305103
84,2.8,3.5225278322460696
85,2.8333333333333335,4.633279435779769
86,2.8666666666666667,5.026201803858366
87,2.9,3.8203606279846465
88,2.933333333333333,3.851070040233458
89,2.966666666666667,8.348165987186245
90,3.0,12.221046479787189
91,3.033333333333333,10.522583413676397
92,3.066666666666667,10.39024713207112
93,3.1,9.653752678837886
94,3.1333333333333333,10.083031482520337
95,3.1666666666666665,7.883844771594193
96,3.2,10.098729645695215
97,3.2333333333333334,7.5700646224411505
98,3.2666666666666666,7.9012812590205606
99,3.3,9.493606058254027
100,3.3333333333333335,11.361406064199969
101,3.3666666666666667,8.591124576011097
102,3.4,4.927828190171901
103,3.433333333333333,1.9045998557837143
104,3.466666666666667,11.265083240433558
105,3.5,14.192510294356508
106,3.533333333333333,18.898943119214188
107,3.566666666666667,73.0235008922959
108,3.6,24.895819228336205
109,3.6333333333333333,21.695182833293376
110,3.6666666666666665,73.0445011530847
111,3.7,34.18093064083579
112,3.7333333333333334,26.69331523777226
113,3.7666666666666666,24.535034916191584
114,3.8,21.222222294320446
115,3.8333333333333335,3.8029476645627924
116,3.8666666666666667,5.976150660144341
117,3.9,4.7913136421609845
118,3.933333333333333,5.327143819451212
119,3.966666666666667,23.020564209968086
120,4.0,9.785568233895061
121,4.033333333333333,10.153272058763175
122,4.066666666666666,15.617442819896095
123,4.1,27.34752664679825
124,4.133333333333334,60.29388686408326
125,4.166666666666667,25.880407301864118
126,4.2,9.90644977415269
127,4.233333333333333,9.57783364693284
128,4.266666666666667,21.195172673243672
129,4.3,21.258680671710668
130,4.333333333333333,16.102081793433754
131,4.366666666666666,42.51739963761988
132,4.4,16.83629544174488
133,4.433333333333334,26.934424341155527
134,4.466666666666667,22.60614557263946
135,4.5,16.834932080326595
136,4.533333333333333,17.9325817775391
137,4.566666666666666,39.67309643001394
138,4.6,29.219398396325758
139,4.633333333333334,8.102389288927
140,4.666666666666667,8.041471506403562
141,4.7,8.610180806436402
142,4.733333333333333,7.877795982367475
143,4.766666666666667,17.13182944919459
144,4.8,11.586797202577664
145,4.833333333333333,17.56845915790207
146,4.866666666666666,10.522836329782878
147,4.9,6.5059411647950816
148,4.933333333333334,21.259310609963713
149,4.966666666666667,43.42073213887109
150,5.0,27.831991068682427
151,5.033333333333333,21.218166615337495
152,5.066666666666666,36.813920958600704
153,5.1,37.42045028205731
154,5.133333333333334,29.561004488083896
155,5.166666666666667,28.501577203701007
156,5.2,18.53638798947791
157,5.233333333333333,31.55078692197852
158,5.266666666666667,9.380028385812034
159,5.3,9.842022806828425
160,5.333333333333333,6.822666357517995
161,5.366666666666666,17.674856922183547
162,5.4,28.2838919837028
163,5.433333333333334,9.377681523819698
164,5.466666666666667,17.039959891781315
165,5.5,9.538771120114191
166,5.533333333333333,18.93701435018789
167,5.566666666666666,5.337025186481425
168,5.6,9.304155331372906
169,5.633333333333334,5.151797820022432
170,5.666666666666667,6.574378562025546
171,5.7,4.8600608052277146
172,5.733333333333333,6.881022330445506
173,5.766666666666667,7.3836088510129345
174,5.8,9.176842199308524
175,5.833333333333333,3.7066630963761846
176,5.866666666666666,4.231298979693008
177,5.9,2.5557308471492592
178,5.933333333333334,3.034468346929096
179,5.966666666666667,14.494900063504952
180,6.0,5.837842673332486
181,6.033333333333333,10.36549532695132
182,6.066666666666666,4.959447435665686
183,6.1,7.556142348875872
184,6.133333333333334,5.593433222856023
185,6.166666666666667,9.29344627640203
186,6.2,7.155343677659353
187,6.233333333333333,39.04473746107984
188,6.266666666666667,114.9530727818793
189,6.3,39.93163361970782
190,6.333333333333333,8.476888615388031
191,6.366666666666666,12.285071343281881
192,6.4,16.883937367368855
193,6.433333333333334,12.36239304874951
194,6.466666666666667,8.719627449625811
195,6.5,8.444740022255225
196,6.533333333333333,6.430083161237825
197,6.566666666666666,6.341270863543064
198,6.6,4.962588688782153
199,6.633333333333334,3.70755827707017
200,6.666666666666667,2.3759389998537266
201,6.7,5.39781861279301
202,6.733333333333333,7.423533974914843
203,6.766666666666667,12.64363272687049
204,6.8,27.35633116222122
205,6.833333333333333,20.567813380618084
206,6.866666666666666,13.003907509971908
207,6.9,20.413378250163746
208,6.933333333333334,42.81737973348971
209,6.966666666666667,28.793766753113115
210,7.0,12.631948965776616
211,7.033333333333333,6.804789604471697
212,7.066666666666666,3.5615051125515893
213,7.1,2.0501126945660224
214,7.133333333333334,4.151230773127937
215,7.166666666666667,4.100856832476701
216,7.2,2.371372922293092
217,7.233333333333333,1.3273097154882583
218,7.266666666666667,1.053321138259403
219,7.3,1.4016778313144531
220,7.333333333333333,1.6404577145966466
221,7.366666666666666,1.8456433928598661
222,7.4,1.718829683493301
223,7.433333333333334,0.704889773207573
224,7.466666666666667,0.6998802938360302
