Frame,Timestamp,volume,curvature
0,0.0,0.0,0.0
1,0.03333333333333333,0.0,0.0
2,0.06666666666666667,0.03805585334850664,7.72529954952463
3,0.1,0.037139439727403877,8.861764009798653
4,0.13333333333333333,0.03645452752889041,9.269133509216928
5,0.16666666666666666,0.036322918352503876,8.782578667015375
6,0.2,0.03672529687707915,8.908471479289693
7,0.23333333333333334,0.03734896364466629,8.908471479289693
8,0.26666666666666666,0.03749579521297967,7.853601789819578
9,0.3,0.03819805779578149,7.647979998816611
10,0.3333333333333333,0.03957134451761332,7.842169206151397
11,0.36666666666666664,0.04175045683093257,7.459116849205034
12,0.4,0.0454662028373343,7.459116849205034
13,0.43333333333333335,0.050340607474393485,8.267963465617807
14,0.4666666666666667,0.054909759369317114,8.362650214222642
15,0.5,0.05872551243379058,8.847488278015092
16,0.5333333333333333,0.06193842333650949,8.625340426980674
17,0.5666666666666667,0.06657611959736745,8.028333271634086
18,0.6,0.07361986039908894,8.27435634469143
19,0.6333333333333333,0.07993635598502827,8.527137242909102
20,0.6666666666666666,0.08446987701551698,7.345892965537404
21,0.7,0.08670425287658641,7.565244654874173
22,0.7333333333333333,0.0863762962496347,7.133462888184627
23,0.7666666666666667,0.08196740026458026,6.2853918684667205
24,0.8,0.07911223728285177,5.230152343431754
25,0.8333333333333334,0.0776489355894824,5.979711772959945
26,0.8666666666666667,0.07940981227745583,6.008650493829638
27,0.9,0.0818923653061091,6.609675611938497
28,0.9333333333333333,0.08484625662586294,7.117728659419117
29,0.9666666666666667,0.08534496411556505,7.772136140428226
30,1.0,0.08676277476673248,7.472056559496947
31,1.0333333333333334,0.08745411893878285,7.642284180240412
32,1.0666666666666667,0.08806475408466027,7.750954578334694
33,1.1,0.08904124626242256,7.774600765093675
34,1.1333333333333333,0.09259115279374332,7.7053344949342035
35,1.1666666666666667,0.09621552059398783,7.731670563250103
36,1.2,0.09948850827058794,7.359259748262434
37,1.2333333333333334,0.10175493377777553,7.043559114458252
38,1.2666666666666666,0.10391146505679716,7.291257764582983
39,1.3,0.10399401485481452,6.814027814993183
40,1.3333333333333333,0.10383694586514298,6.677427847973194
41,1.3666666666666667,0.10192645335731468,6.326237122137494
42,1.4,0.0986220129204384,5.876051228723772
43,1.4333333333333333,0.09339032638971262,4.870278177415054
44,1.4666666666666666,0.08924150266936466,5.635622247499394
45,1.5,0.08460386944084988,6.119494529959888
46,1.5333333333333334,0.08108156227590416,6.2579711628231385
47,1.5666666666666667,0.07673434038496277,6.028007515605497
48,1.6,0.07243206630103974,6.3786988777988185
49,1.6333333333333333,0.0667554197081752,6.4278080645094136
50,1.6666666666666667,0.06132082796449502,6.435368541381031
51,1.7,0.056707556650690424,6.8324392428360685
52,1.7333333333333334,0.054227339662264916,7.758284900225877
53,1.7666666666666666,0.053579709447064694,8.482039724694848
54,1.8,0.054978419090240094,8.636161409657907
55,1.8333333333333333,0.056237039887555726,8.554945597254227
56,1.8666666666666667,0.05614578583639934,8.74789990623677
57,1.9,0.05574079994839517,8.781227671949484
58,1.9333333333333333,0.05442874353084207,8.781227671949484
59,1.9666666666666666,0.05223858581581914,8.107944476692662
60,2.0,0.051750515417567346,8.352671890875873
61,2.033333333333333,0.052198833717202686,8.334190014483301
62,2.066666666666667,0.05226927027327812,8.254580903181616
63,2.1,0.05195244535229256,7.6499701025430795
64,2.1333333333333333,0.05136807711934921,8.387134725794613
65,2.1666666666666665,0.048304030906341056,7.779026862783669
66,2.2,0.0468446400419143,6.734795011046044
67,2.2333333333333334,0.04871565625458019,6.443230179319222
68,2.2666666666666666,0.05402256130349729,6.871211645146647
69,2.3,0.060271777198651365,6.466080318781397
70,2.3333333333333335,0.06803864430486692,5.865801180351901
71,2.3666666666666667,0.07459643881857758,6.169959435934374
72,2.4,0.07938250603504624,6.287379311618483
73,2.433333333333333,0.08142729485298622,6.2096456599145755
74,2.466666666666667,0.08242634823434328,6.731209993381808
75,2.5,0.0820387740532036,7.851836589216655
76,2.533333333333333,0.08140630067319246,8.861268417001742
77,2.566666666666667,0.0799269681131145,9.470792641512151
78,2.6,0.07972115900788054,9.72515562802717
79,2.6333333333333333,0.08117185159529464,9.28219584211778
80,2.6666666666666665,0.08598070593798965,9.515394781353839
81,2.7,0.09132869293271799,9.426731776337693
82,2.7333333333333334,0.0956294681175081,9.26845124122185
83,2.7666666666666666,0.097821861076166,8.72927526745302
84,2.8,0.09877246741020407,8.755835257225208
85,2.8333333333333335,0.09741234959255969,8.49273148479858
86,2.8666666666666667,0.09548091636049347,8.15792389165524
87,2.9,0.09400442008035563,7.220358918965222
88,2.933333333333333,0.09174640532933824,6.647308727279883
89,2.966666666666667,0.08821947282148832,6.453646251914625
90,3.0,0.0845421779896443,6.414563765237867
91,3.033333333333333,0.08067789271379008,6.447780842848564
92,3.066666666666667,0.07770796995369952,6.963468121894738
93,3.1,0.07452242373122595,7.561392783327935
94,3.1333333333333333,0.07157709283093916,7.8633559835382645
95,3.1666666666666665,0.06788287705100712,7.2888660682785185
96,3.2,0.06279439077384366,6.915701795441024
97,3.2333333333333334,0.05652361238324514,6.395101843008819
98,3.2666666666666666,0.05153877761631963,5.972010995723867
99,3.3,0.04674602245531885,5.754176597622615
100,3.3333333333333335,0.04239477306611561,6.672498204722515
101,3.3666666666666667,0.03993739112499815,7.148443242794963
102,3.4,0.03971043683625754,7.817423388108257
103,3.433333333333333,0.04043670479965306,8.234039519744528
104,3.466666666666667,0.041290582763700324,8.468871810892804
105,3.5,0.04242495475148154,8.44887772259988
106,3.533333333333333,0.04322649870478101,8.04487677310126
107,3.566666666666667,0.043053087643438494,7.803843925501536
108,3.6,0.04422832137570945,7.782303012753933
109,3.6333333333333333,0.048734105634790026,7.5633083009519115
110,3.6666666666666665,0.0547097283280525,7.1086007708239505
111,3.7,0.060383704279397946,6.873380604879396
112,3.7333333333333334,0.064308116224794,6.788484909371955
113,3.7666666666666666,0.06602714605520661,7.330802041789212
114,3.8,0.06504284329659901,6.984807924132878
115,3.8333333333333335,0.06263135527548683,7.359501174880672
116,3.8666666666666667,0.06012270052536878,7.958789288024102
117,3.9,0.05753991607445903,7.935136363999108
118,3.933333333333333,0.05444350413602692,7.285693584454935
119,3.966666666666667,0.05142191704680963,7.272925723631599
