Frame,Timestamp,height,sway
58,1.9333333333333333,0.840719134397404,0.12241774169740027
59,1.9666666666666666,0.8545227343677191,0.1280073668790043
60,2.0,0.8573634326009338,0.12840353096778417
61,2.033333333333333,0.8553385650214327,0.12711273740486634
62,2.066666666666667,0.8490689379361367,0.1205778064535995
63,2.1,0.840048773557909,0.1089725391801879
64,2.1333333333333333,0.8363709118802058,0.09552437646361991
65,2.1666666666666665,0.84180379565685,0.08490172852073273
66,2.2,0.8529932134766731,0.07819800296971044
67,2.2333333333333334,0.8692302914845046,0.07503186318718133
68,2.2666666666666666,0.8891615090447086,0.07466902105110797
69,2.3,0.9086240117652441,0.07527263343410875
70,2.3333333333333335,0.9240380077720969,0.07282777380766152
71,2.3666666666666667,0.9335828438561448,0.06435636827781155
72,2.4,0.9358375997953516,0.05056693587367632
73,2.433333333333333,0.9335986482392074,0.037561599154504466
74,2.466666666666667,0.9288490976954018,0.027529738131947323
75,2.5,0.9261615931731397,0.022289491116088533
76,2.533333333333333,0.926038477939944,0.02214707120218253
77,2.566666666666667,0.9272110493144681,0.02671189704882688
78,2.6,0.9281286116697454,0.03146070629227839
79,2.6333333333333333,0.9303299418508363,0.0351647999035399
80,2.6666666666666665,0.9312563157273874,0.03641133119029285
81,2.7,0.9264820998330269,0.03577682566595579
82,2.7333333333333334,0.9201274819079263,0.033194041238920904
83,2.7666666666666666,0.9147049268471296,0.028606413350910482
84,2.8,0.9103884050602552,0.026476399614586227
85,2.8333333333333335,0.9061684493223824,0.028741001441942617
86,2.8666666666666667,0.9063542515808536,0.03339659614447184
87,2.9,0.9087649880237475,0.04052172174206248
88,2.933333333333333,0.9120034192198064,0.050584539136385366
89,2.966666666666667,0.9153036438201061,0.060000601756284654
90,3.0,0.9191365627575943,0.06694008254385077
91,3.033333333333333,0.9224716388410135,0.07268876594531151
92,3.066666666666667,0.9230125974198822,0.077158386225608
93,3.1,0.9164093589846803,0.07925055169593727
94,3.1333333333333333,0.9028851674513149,0.07949350979024843
95,3.1666666666666665,0.8841937218622494,0.08086073920643767
96,3.2,0.8653804718422631,0.08392414326381763
97,3.2333333333333334,0.8507491252883786,0.08481877197487792
98,3.2666666666666666,0.842871118880087,0.082887129913742
99,3.3,0.8374678665207277,0.07991481210610235
100,3.3333333333333335,0.8325958584329131,0.07605393144006253
101,3.3666666666666667,0.8243983518820934,0.07290256516779213
102,3.4,0.8155341936247321,0.07988442865618607
103,3.433333333333333,0.8070164551722104,0.09256690914421392
104,3.466666666666667,0.7970127133977026,0.10730497573418993
105,3.5,0.7909430438344195,0.12330633271100626
106,3.533333333333333,0.7920885047540869,0.1378209878191528
107,3.566666666666667,0.7980642590022855,0.1464845508865365
108,3.6,0.8067259244060002,0.1558210525383733
109,3.6333333333333333,0.8210257281154714,0.1676423796947982
110,3.6666666666666665,0.8328037647662624,0.17763780943162633
111,3.7,0.8412803634905046,0.1844363095029739
112,3.7333333333333334,0.8429027914872732,0.18797750266491628
113,3.7666666666666666,0.8410365458073153,0.18787472484033296
114,3.8,0.8385273761326266,0.18498655598627858
115,3.8333333333333335,0.8391989841768817,0.18199245977638862
116,3.8666666666666667,0.838065102151645,0.18079175565278463
117,3.9,0.8396041630288604,0.17905062679208883
118,3.933333333333333,0.8403749608544893,0.17683901625101747
119,3.966666666666667,0.8415920746005991,0.17516369237889223
120,4.0,0.8399562134794009,0.1742870126475327
121,4.033333333333333,0.8369872859280596,0.1727802877098929
122,4.066666666666666,0.8302002600572441,0.17001059408636426
123,4.1,0.8226454710447658,0.16403762191447507
124,4.133333333333334,0.8120110295152149,0.15383868370278528
125,4.166666666666667,0.7992302174145174,0.14156105453663942
126,4.2,0.7851077073171574,0.13067543198811596
127,4.233333333333333,0.7731239295005798,0.12334663661935572
128,4.266666666666667,0.7656904536870217,0.11807775011209594
129,4.3,0.7608558664334717,0.11466871242992119
130,4.333333333333333,0.7567009500406121,0.10964508265148631
131,4.366666666666666,0.754314493222903,0.1031033307671531
132,4.4,0.7568250482825821,0.0944932286680272
133,4.433333333333334,0.7615910273726267,0.08364443621836407
134,4.466666666666667,0.7715240399940038,0.07338290197838307
135,4.5,0.7876148994507325,0.06655471932239865
136,4.533333333333333,0.8079921109637904,0.06202152537980563
137,4.566666666666666,0.822658871469959,0.061913167511786896
138,4.6,0.8330252050456177,0.06916527843997755
139,4.633333333333334,0.8360931479418149,0.07830903624380725
140,4.666666666666667,0.8364715779532667,0.09221269036018731
141,4.7,0.8313954726214048,0.11330715513480763
142,4.733333333333333,0.827039306561152,0.1345377633001908
143,4.766666666666667,0.8201485268915851,0.1525561447583453
144,4.8,0.8155115060460183,0.1699262880839559
145,4.833333333333333,0.8120974904619237,0.18364807763067392
146,4.866666666666666,0.8153104381407459,0.19473306049371633
147,4.9,0.8176787296610492,0.20444804661302385
148,4.933333333333334,0.8183913141745391,0.21293906316104488
149,4.966666666666667,0.8138533062191418,0.21899094263781466
150,5.0,0.8033874134863576,0.22327782953723707
151,5.033333333333333,0.7870745954013639,0.22429339736330944
152,5.066666666666666,0.7689625892459704,0.22430657250267522
153,5.1,0.7509392052440231,0.22280624894611045
154,5.133333333333334,0.7388997075634616,0.21774818201733379
155,5.166666666666667,0.7333928669844902,0.20977562249229123
156,5.2,0.7315341820383583,0.19544703415604253
157,5.233333333333333,0.7318063675459994,0.1771466238674809
158,5.266666666666667,0.733722817244068,0.15758036790360413
159,5.3,0.7350481687822648,0.14114734184896854
160,5.333333333333333,0.7360560529462752,0.1265334151914511
161,5.366666666666666,0.739639519350503,0.1157724744560247
162,5.4,0.7507457467304762,0.10785077020740938
163,5.433333333333334,0.7719007137193474,0.10417794306187766
164,5.466666666666667,0.7974731815245844,0.10191109067601989
165,5.5,0.823717350914914,0.10050913056482136
166,5.533333333333333,0.8450091291435301,0.09806735856776497
167,5.566666666666666,0.8606320572155777,0.096000662813429
168,5.6,0.8675175430056867,0.09301547531176416
169,5.633333333333334,0.8698662324490083,0.08899245355162702
170,5.666666666666667,0.8645942063677694,0.08079148787441812
171,5.7,0.8579669947008931,0.06955685689510369
172,5.733333333333333,0.848530783954487,0.056554672644514616
173,5.766666666666667,0.8428161064271003,0.04450620506866468
174,5.8,0.8391470010883063,0.03562544291084774
175,5.833333333333333,0.8429899854557487,0.03286454175819996
176,5.866666666666666,0.850064470594929,0.034213346439705306
177,5.9,0.8611590289941397,0.039074568756121524
178,5.933333333333334,0.8717086808463577,0.04635888381251402
179,5.966666666666667,0.8820549867935077,0.052685566787904724
180,6.0,0.8903909956062993,0.05926413314739574
181,6.033333333333333,0.8997672583979943,0.06779269648935324
182,6.066666666666666,0.9094756973558855,0.07546675378279334
183,6.1,0.919640767497401,0.08008215449205551
184,6.133333333333334,0.9307745805414772,0.08579170417873111
185,6.166666666666667,0.942393309967492,0.08994157174943909
186,6.2,0.952323711341427,0.09130549254866062
187,6.233333333333333,0.9582830326082885,0.09253710888509749
188,6.266666666666667,0.9570569169521331,0.09775842893000525
189,6.3,0.9513253643948542,0.10545910907563653
190,6.333333333333333,0.9430765429171182,0.11846436009065693
191,6.366666666666666,0.9327117790329839,0.13910581231825528
192,6.4,0.9196179613503073,0.16581072626122703
193,6.433333333333334,0.9055812014815625,0.19610613457571457
194,6.466666666666667,0.8884497602652475,0.22891108765351395
195,6.5,0.8714063783807138,0.2607231470474455
196,6.533333333333333,0.8542248341921834,0.29064278556610046
197,6.566666666666666,0.8409401757422312,0.3166700101907384
198,6.6,0.8317571183366159,0.33657963322284523
199,6.633333333333334,0.8245766707197311,0.3496027476523029
200,6.666666666666667,0.8167873187859851,0.35445989348614465
201,6.7,0.811120531732036,0.3503825850936759
202,6.733333333333333,0.8063258666697367,0.3379191203359537
203,6.766666666666667,0.8026824847728975,0.3169049947607809
204,6.8,0.8014109574594803,0.29012921190692226
205,6.833333333333333,0.8036581411733421,0.26202697111964096
206,6.866666666666666,0.8069458952193618,0.23252612071801212
207,6.9,0.8097560365161586,0.20393403291671103
208,6.933333333333334,0.8120891075941822,0.1785060275974924
209,6.966666666666667,0.8144594918271544,0.15669042931924632
210,7.0,0.8142822403677048,0.1379961372888063
211,7.033333333333333,0.8133116462986955,0.12260482505930392
212,7.066666666666666,0.8120739784291994,0.11134366187861111
213,7.1,0.8110312355974667,0.10578686374548432
214,7.133333333333334,0.810563332515378,0.10317520785855264
215,7.166666666666667,0.8123924736181893,0.1020170295095757
216,7.2,0.8158878698015725,0.10215326157805071
217,7.233333333333333,0.8222033862593353,0.10405286756858997
218,7.266666666666667,0.8299700654129827,0.10536362308903684
219,7.3,0.8371505418772337,0.10650837700058764
220,7.333333333333333,0.8435622648269898,0.10698564617534038
221,7.366666666666666,0.8484342302814605,0.10754450956849229
222,7.4,0.8507604198558354,0.10584980157864661
223,7.433333333333334,0.8507604198558354,0.0
224,7.466666666666667,0.8507604198558354,0.0
